,OPERATION NAME,ZIPCODE,VENDOR TYPE,LATITUDE,LONGITUDE
309,EAST 11TH STREET DELI CORP.,10009,GROCERY SUPERMARKET,40.72777,-73.980459
310,BEN ELHASEL DELI L.L.C.,10009,GROCERY SUPERMARKET,40.72255,-73.98318002
311,AVENUE A DELI & FOOD INC.,10009,DELICATESSEN,40.72090239,-73.9779859
312,HOSSAIN ANWAR,10009,GROCERY SUPERMARKET,40.72493,-73.98144496
313,E. 10TH ST. FINEST DELI & GRILL CORP,10009,GROCERY SUPERMARKET,40.72860002,-73.98434703
314,INKONAV CORP,10009,CONVENIENCE STORE,40.72205616,-73.97715013
315,BROTHER'S MINI MARKET INC,10009,GROCERY SUPERMARKET,40.72294474,-73.98586582
316,MA DELI GROCERY NY CORP,10009,CONVENIENCE STORE,40.72655001,-73.98334698
317,EAST VILLAGE DELI GROCERY CORP,10009,DELICATESSEN,40.72291221,-73.97667619
318,VEDA FOODS INC.,10009,CONVENIENCE STORE,40.72668999,-73.97989498
319,AVE D & 8ST DELI CORP,10009,DELICATESSEN,40.72626245,-73.9834548
320,SUPER VAPE CONVENIENCE SHOP CORP,10009,GROCERY SUPERMARKET,40.72210999,-73.97735904
321,216 SAL DELI & GROCERY CORP,10009,GROCERY SUPERMARKET,40.72888001,-73.97856997
322,NUR GROCERY TWO INC,10009,GROCERY SUPERMARKET,40.72227,-73.97990898
323,FIRST AVENUE DELI & GROCERY INC,10009,GROCERY SUPERMARKET,40.72983999,-73.98345
324,NEW CITY DELI GROCERY CORP,10009,GROCERY SUPERMARKET,40.72539329,-73.98409184
325,YANKEE DELI INC,10009,DELICATESSEN,40.72665998,-73.97729802
326,YOUR DESIRE IN FOOD CORP,10009,GROCERY SUPERMARKET,40.72409001,-73.97915603
327,EAT FRESH DELI INC,10009,GROCERY SUPERMARKET,40.72363998,-73.97936097
328,GROCERY SQUARE INC.,10009,GROCERY SUPERMARKET,40.72053,-73.97856603
329,MEIR & COMPANY INC.,10009,CONVENIENCE STORE,40.72586817,-73.97440795
330,EAST VILLAGE FINEST DELI CORP,10009,DELICATESSEN,40.72327998,-73.98278104
331,EAST VILLAGE DELI INC,10009,GROCERY SUPERMARKET,40.72630418,-73.97425544
332,ESSA M. ALI,10009,GROCERY SUPERMARKET,40.72263998,-73.97973103
333,AVE A CONVENIENCE & SMOKE INC.,10009,TOBACCO RETAIL,40.73018998,-73.98068799
334,FOOD U DESIRE 3 CORP,10009,GROCERY SUPERMARKET,40.72352,-73.98805904
335,"LIME TREE MARKET, INC.",10009,GROCERY SUPERMARKET,40.72798001,-73.98463302
336,NUR GROCERY INC,10009,GROCERY SUPERMARKET,40.72314,-73.97691597
337,LAMINE DELI CORP.,10009,GROCERY SUPERMARKET,40.72333324,-73.98559231
338,77 AVENUE D GROCERY STORE CORP,10009,GROCERY SUPERMARKET,40.72493107,-73.98442527
339,VILLAGE CRAFT BEER & SMOKE INC,10009,GROCERY SUPERMARKET,40.72768002,-73.98502303
340,LOMA DELI MARKET INC,10009,DELICATESSEN,40.72689666,-73.98300155
341,YANKEE TWO DELI INC,10009,DELICATESSEN,40.72448999,-73.978374
342,NEW FINEST DELI CORP.,10009,CONVENIENCE STORE,40.72306,-73.97672402
343,ESSEX CARD SHOP INC,10009,STATIONERY STORE,40.72126604,-73.97787648
344,ZARAGOZA MEXICAN DELI & GROCERY INC,10009,DELICATESSEN,40.72629786,-73.97426086
345,SHEEN BROTHERS INC.,10009,GROCERY SUPERMARKET,40.72665998,-73.97991401
346,AVE A DEPARTMENT STORE & COPY CENTRE INC.,10009,GROCERY SUPERMARKET,40.72389002,-73.985291
347,LEN'Z FOOD & CATERING INC,10009,GROCERY SUPERMARKET,40.73367999,-73.977396
348,33 BEST DEAL CORP.,10009,OTHER,40.72112998,-73.97807301
349,10TH STREET FOOD CORP,10009,GROCERY SUPERMARKET,40.72593,-73.97795398
350,"ONE PLUS ONE TWO, INC",10009,GROCERY SUPERMARKET,40.72463001,-73.98167899
351,EAST VILLAGE NEW DELI CORP.,10009,GROCERY SUPERMARKET,40.72632001,-73.98351697
352,ADAM'S DELI & CONVENIENCE INC,10009,DELICATESSEN,40.73080001,-73.98170204
353,NEEL KANTH DELI & GROCERY INC.,10009,GROCERY SUPERMARKET,40.72133029,-73.97767795
354,BROTHER'S CANDY & GROCERY STORE INC.,10009,GROCERY SUPERMARKET,40.72946,-73.97850501
355,TOMPKINS FINEST DELI & GRILL CORP,10009,GROCERY SUPERMARKET,40.72516153,-73.97503224
356,"7 ELEVEN, INC.",10010,GROCERY SUPERMARKET,40.73735001,-73.97910599
357,"JACKSON, DUANE M",10010,GROCERY SUPERMARKET,40.73016631,-73.9905714
358,"BALI, SUVARSHA",10010,GROCERY SUPERMARKET,40.74290005,-73.9928099
359,"3RD AVE VAP, INC",10010,GROCERY SUPERMARKET,40.73881001,-73.98350699
360,S.F. NEWS INC,10010,STAND,40.76223006,-73.96819988
361,DELI AND TOBACCO CORP,10010,GROCERY SUPERMARKET,40.73620001,-73.97925896
362,"PATEL, ASHWIN",10010,STAND,40.74154004,-73.98956988
363,EMPIRE GOURMET DELI GROCERY CORP,10010,CONVENIENCE STORE,40.73883,-73.97995198
364,JOYFULL BELLY DELI & GROCERY INC,10010,GROCERY SUPERMARKET,40.73991999,-73.98939998
365,SWEET OLIVE INC,10010,GROCERY SUPERMARKET,40.73518002,-73.98000596
366,"GORADIA, JASHWANTRAI",10010,STAND,40.74292145,-73.99279301
367,765 SIXTH AVENUE MARKET INC,10010,GROCERY SUPERMARKET,40.74461,-73.99178002
368,SILVER STAR ENTERPRISES INC.,10010,GROCERY SUPERMARKET,40.73840001,-73.98075597
369,CITRINE LOUNGE LLC,10010,RESTAURANT/ATUPA,40.74152001,-73.99324903
370,"HAMEED, ABDUL",10010,GROCERY SUPERMARKET,40.73786998,-73.98127397
371,D & H CANDY INC.,10010,CONVENIENCE STORE,40.73978001,-73.98498699
372,"ABHI & FATHER, INC",10010,GROCERY SUPERMARKET,40.74042998,-73.98430101
373,"SHAIKH, AFZAL L.",10010,STAND,40.73888004,-73.98723988
374,"AKTER, JASMIN",10010,STAND,40.74481003,-73.99141993
375,2ND AVE GROCERY & SMOKE SHOP INC,10010,GROCERY SUPERMARKET,40.73967,-73.979826
376,182 5TH AVE RETAIL CORP.,10010,CONVENIENCE STORE,40.74129998,-73.98998403
377,333 SMOKE SHOP INC,10010,GROCERY SUPERMARKET,40.74114999,-73.98544699
378,MARIAM CANDY & NEWS INC,10010,GROCERY SUPERMARKET,40.73651002,-73.97903399
379,"PRAFULL, SHAH K.",10010,GROCERY SUPERMARKET,40.74060005,-73.98940995
380,48 WEST 21ST STREET CORP.,10010,CONVENIENCE STORE,40.74113,-73.99285097
381,DONG JOO KIM,10010,GROCERY SUPERMARKET,40.73712001,-73.98416103
382,HAWABIBI HASLIM TOPIA,10010,GROCERY SUPERMARKET,40.73789006,-73.98086988
383,71 GOURMET DELI INC,10010,GROCERY SUPERMARKET,40.74106998,-73.98343198
384,SHRIKANT V. TRIPATHI,10010,STAND,40.74222442,-73.99118664
385,3RD AVE FOOD CORP I,10010,GROCERY SUPERMARKET,40.73965998,-73.98232196
386,761 AVENUE OF THE AMERICAS CORP,10010,CONVENIENCE STORE,40.74449001,-73.99186803
387,"SOLANKI, JIMMY K",10010,CONVENIENCE STORE,40.7401524,-73.98609872
388,C & S MART INC,10010,GROCERY SUPERMARKET,40.73612998,-73.97931403
389,"BHANPERSAUD, JASMATTIE",10010,GROCERY SUPERMARKET,40.74020003,-73.98639992
390,CRYSTAL DELI INC,10010,DELICATESSEN,40.74088998,-73.98843002
391,222 MARKET CORP,10010,GROCERY SUPERMARKET,40.73727998,-73.98111597
392,"PC4WEST, INC",10011,GROCERY SUPERMARKET,40.73865,-73.99270001
393,GURUHARI NEWS STAND INC.,10011,STAND,40.73866002,-73.99555598
394,"PATEL, HARSHADKUMAR P.",10011,STAND,40.73975,-74.00212798
395,NEWS ON 23RD INC,10011,STAND,40.74411002,-73.99529899
396,SON KWAN GROCERY INC,10011,GROCERY SUPERMARKET,40.7386034,-73.99585608
397,22 CHELSEA FARM LLC,10011,DELICATESSEN,40.74454338,-73.99895617
398,BADWAL CORP.,10011,GROCERY SUPERMARKET,40.74311001,-73.996594
399,"CO-HEN KITCHEN, INC",10011,BAR/LOUNGE,40.74677001,-74.00158802
400,HSCM LLC,10011,GROCERY SUPERMARKET,40.74221998,-74.00466401
401,WEST VILLAGE GROCERY INC.,10011,CONVENIENCE STORE,40.73820999,-74.00360303
402,"EIGHTH AVENUE GOURMET DELI, INC.",10011,GROCERY SUPERMARKET,40.74134001,-74.00113296
403,NEW JUBILEE VAPE II INC,10011,GROCERY SUPERMARKET,40.73907999,-74.00048999
404,GOURMET DELI ON 8TH AVE CORP I,10011,DELICATESSEN,40.74027001,-74.00191902
405,7TH AVE CONVENIENCE INC.,10011,CONVENIENCE STORE,40.74324002,-73.99648998
406,MWDBC STORE 4 LLC.,10011,TOBACCO RETAIL,40.73633002,-73.99480303
407,WEST 20TH STREET NEWSSTAND INC,10011,STAND,40.74582005,-74.00552994
408,STRAWBERRY 2 LLC,10011,GROCERY SUPERMARKET,40.74467001,-74.00614199
409,SMOKING N VAPING CORP,10011,GROCERY SUPERMARKET,40.74451,-74.00298897
410,14TH STREET CONVENIENCE STORE CORP,10011,GROCERY SUPERMARKET,40.73855001,-74.000089
411,"GREENBERG, JOEL",10011,STAND,40.73364006,-73.99952992
412,CHELSEA HYPERMARKET INC,10011,GROCERY SUPERMARKET,40.74623998,-74.00113699
413,JACK'S COMPUTER SERVICE CENTER INC.,10011,GROCERY SUPERMARKET,40.73855001,-74.000089
414,168 FRUIT & VEGETABLES CORP,10011,GROCERY SUPERMARKET,40.74218,-73.99727301
415,"HOSSAIN, TAMANNA S",10011,STAND,40.73975004,-74.00251992
416,HARIRODA CORP.,10011,CONVENIENCE STORE,40.73392999,-73.99875099
417,FLOYD M. LAND,10011,STAND,40.73736003,-73.99683992
418,CITY SMOKE INC.,10011,TOBACCO RETAIL,40.73583015,-73.99787854
419,"ZOHRA, FATIMA T.",10011,STAND,40.74106005,-73.99785991
420,VILLAGE FUNKY EXPRESS CORP,10011,GROCERY SUPERMARKET,40.73346999,-73.99899399
421,7TH AVE ARISTOCRATIC DELI INC,10011,DELICATESSEN,40.74423,-73.99637296
422,"197 8TH AVE DELI, CORP",10011,GROCERY SUPERMARKET,40.74359,-73.99995204
423,CIGARVILLE INC,10011,TOBACCO RETAIL,40.73714,-73.995933
424,REGAL GOURMET DELI INC.,10011,BAR/LOUNGE,40.81936999,-73.94123999
425,MAHANT 195 INC,10011,GROCERY SUPERMARKET,40.74575002,-74.00207903
426,JEANNIE'S DELI CORP,10011,GROCERY SUPERMARKET,40.74319002,-73.99979697
427,WEST 17TH STREET NEWSSTAND INC,10011,STAND,40.74286002,-74.0039699
428,MAGIC GIFT SHOP INC.,10011,GROCERY SUPERMARKET,40.73307,-73.99855402
429,6TH AVE VAPE & GROCERY INC.,10011,GROCERY SUPERMARKET,40.7363098,-73.99753224
430,BIG FAMOUS DELI & GROCERY INC.,10011,CONVENIENCE STORE,40.73930999,-74.00187099
431,"PATEL, JAYESH R.",10011,STAND,40.74344005,-73.99612989
432,CHELSEA FRUIT & VEGETABLE INC.,10011,GROCERY SUPERMARKET,40.74329001,-73.99333997
433,ALASKA FOOD MARKET,10011,CONVENIENCE STORE,40.74288001,-74.00372398
434,471 SIXTH AVENUE FOOD CORP,10011,GROCERY SUPERMARKET,40.73571001,-73.99826602
435,NILU U. PATEL,10011,STAND,40.73418006,-73.99913991
436,HARUN U RASHID,10011,STAND,40.74529006,-73.99847992
437,MAHANT 364 INC,10011,GROCERY SUPERMARKET,40.74621002,-74.00106297
438,"L. & M. DELICATESSEN, CORP",10011,DELICATESSEN,40.73950001,-73.99922298
439,WEST 15TH STREET NEWSTAND L.L.C.,10011,STAND,40.74283006,-74.00769993
440,"7-ELEVEN, INC.",10011,GROCERY SUPERMARKET,40.74467999,-73.99745398
441,THE GIFT SHOP CORP,10012,GROCERY SUPERMARKET,40.72862998,-73.99937997
442,VARLEY CORP.,10012,GROCERY SUPERMARKET,40.72465,-73.99724401
443,"KARMAKER, PARIMAL",10012,STAND,40.72504005,-73.99535993
444,LANORE INC,10012,GROCERY SUPERMARKET,40.72476999,-73.99632301
445,MOTT CORNER INC,10012,GROCERY SUPERMARKET,40.72082999,-73.99596904
446,NYC SMOKERS & MORE INC,10012,CONVENIENCE STORE,40.72939001,-74.000881
447,301 SOHO CLEANERS INC,10012,GROCERY SUPERMARKET,40.72466002,-73.99354399
448,SOHO GARDEN INC,10012,GROCERY SUPERMARKET,40.72314,-73.99543201
449,"VILLAGE GIFTS NYC, CORP.",10012,CONVENIENCE STORE,40.729,-74.000636
450,AL-JANNAT INC.,10012,CONVENIENCE STORE,40.72931998,-73.998076
451,"J.W. MARKET, INC.",10012,GROCERY SUPERMARKET,40.72993999,-73.99959203
452,135 W 3RD RETAIL CORP,10012,CONVENIENCE STORE,40.73090001,-74.00087698
453,SHRI KRUSHNA CORP,10012,STATIONERY STORE,40.72635002,-74.00225999
454,FIRST CHOICE NEWS INC,10012,GROCERY SUPERMARKET,40.72647552,-73.99597853
455,A & R NEWS & CANDY CORP.,10012,GROCERY SUPERMARKET,40.72752998,-74.00069903
456,PRAYOSHA 202 INC,10012,TOBACCO RETAIL,40.72138999,-73.99545003
457,SHRIJIKRUPA CORP,10012,GROCERY SUPERMARKET,40.72097999,-73.99639501
458,LE BASKET INC,10012,GROCERY SUPERMARKET,40.728,-73.99478602
459,KAY MARKET INC.,10012,GROCERY SUPERMARKET,40.72675,-73.99583602
460,H & H KIM CORP,10012,GROCERY SUPERMARKET,40.72609001,-74.00175398
461,SHRI HARIKRUSHNA CORP,10012,CONVENIENCE STORE,40.72540002,-74.00345098
462,FABULOUS BOUTIQUE INC,10012,STATIONERY STORE,40.73029999,-74.00035596
463,BLEECKER FINEST CORP,10012,CONVENIENCE STORE,40.72892,-74.00047901
464,MICHAEL G. FANELLI INC,10012,RESTAURANT/ATUPA,40.72462,-73.99874999
465,S.J.T. PRINCE LLC.,10012,GROCERY SUPERMARKET,40.72614999,-74.00143304
466,THE VILLAGE HEMP SHOP INC,10012,GROCERY SUPERMARKET,40.72957001,-74.00073399
467,SHRINATHJI KRUPA LLC,10012,GROCERY SUPERMARKET,40.72266001,-73.99713597
468,THE MERCER I LLC,10012,GROCERY SUPERMARKET,40.72484002,-73.99853097
469,CIGARILLOS INC.,10012,CONVENIENCE STORE,40.72517999,-74.003009
470,CHURCH ST DELI & GROCERY INC,10013,GROCERY SUPERMARKET,40.71616999,-74.00716802
471,DELTAURANT CORP,10013,CONVENIENCE STORE,40.7257,-74.00776104
472,447 MARKET INC,10013,GROCERY SUPERMARKET,40.72043998,-74.00117999
473,CANAL EXPRESS INC,10013,BAR/LOUNGE,40.72161001,-74.00470902
474,"LEW, XIAO L",10013,GROCERY SUPERMARKET,40.71756,-73.99960897
475,7-ELEVEN STORE 35472A,10013,CONVENIENCE/GAS,40.7182,-74.00094697
476,MAHANT 342 INC,10013,GROCERY SUPERMARKET,40.72028001,-74.00344402
477,"GROTTA AZZURRA INN, INC.",10013,BAR/LOUNGE,40.72031002,-73.99702499
478,BROOME 400 INC,10013,DELICATESSEN,40.72084998,-73.99740603
479,FUMEE INC.,10013,BAR/LOUNGE,40.72363998,-74.00435798
480,333 HUDSON CORP,10013,GROCERY SUPERMARKET,40.72711998,-74.00753598
481,MAHANT 385 INC,10013,GROCERY SUPERMARKET,40.72164999,-74.00476602
482,THE GREEN AT CANAL CORP,10013,GROCERY SUPERMARKET,40.72137,-74.00496802
483,CENTRE FINEST DELI INC,10013,DELICATESSEN,40.71723998,-74.000391
484,JN NATURAL FRUIT CORP,10013,GROCERY SUPERMARKET,40.72715059,-74.00330356
485,"TRIBECA GRAND HOTEL, INC",10013,GROCERY SUPERMARKET,40.71915001,-74.00491102
486,111 HUDSON MARKET INC,10013,GROCERY SUPERMARKET,40.71967002,-74.00881104
487,JIAJIA 99 & UP INC.,10013,DISCOUNT STORE,40.71567072,-73.99881619
488,MAHANT 118 INC.,10013,GROCERY SUPERMARKET,40.71771,-73.99808698
489,374 FOOD INC.,10013,GROCERY SUPERMARKET,40.72095002,-74.00435798
490,"AZAD, ABUL KALAM",10013,STAND,40.71693006,-74.0008199
491,"TRIBECA VILLAGE FARM, INC",10013,GROCERY SUPERMARKET,40.71636001,-74.009337
492,KAMINI VADHAN,10013,STAND,40.72644004,-74.00566992
493,SPRINGS FINEST DELI CORP,10013,GROCERY SUPERMARKET,40.72588001,-74.00929501
494,BRANDY LIBRARY LOUNGE L.L.C.,10013,RESTAURANT/ATUPA,40.71990999,-74.00715301
495,CONSUL INTERNATIONAL INC,10013,CONVENIENCE/GAS,40.72265,-74.004116
496,"TOM, DUN CHING",10013,GROCERY SUPERMARKET,40.71843004,-74.00052989
497,UNITED GROCERY & DELI CORP.,10013,GROCERY SUPERMARKET,40.72253001,-74.00830703
498,BRANCO & BRANCO I INC,10013,CONVENIENCE STORE,40.72342,-74.00596999
499,MING FAY BOOKSTORE CORP.,10013,GROCERY SUPERMARKET,40.71521998,-73.99862996
500,"KARMAKER, PARIMAL",10013,STAND,40.71827003,-74.00705989
501,SKY TING TRADING INC.,10013,CONVENIENCE STORE,40.72005999,-73.99546202
502,NEW SAU VOI CORP,10013,CONVENIENCE STORE,40.71772999,-74.00096398
503,386 SOHO DELI GROCERY INC,10013,GROCERY SUPERMARKET,40.72137,-74.00496802
504,MON CHER MARKET INC.,10013,GROCERY SUPERMARKET,40.71657002,-74.00447399
505,LEONARD NEWS INC,10013,GROCERY SUPERMARKET,40.71702,-74.00407903
506,"SIT, TIM",10013,STAND,40.71846005,-73.99481988
507,ALI BABA ORGANIC INC,10013,CONVENIENCE STORE,40.71370998,-73.99877798
508,SANA NEWS INC,10013,STAND,40.71816002,-74.00310799
509,PRIME ESSENTIALS LLC,10013,TOBACCO RETAIL,40.71707,-74.00468203
510,MAHANT 277 INC,10013,GROCERY SUPERMARKET,40.71931999,-74.00150101
511,SOHO FINEST MARKET CORP,10013,GROCERY SUPERMARKET,40.7226,-74.00465697
512,H & D NEWSTAND INC,10013,CONVENIENCE STORE,40.7173,-74.00699803
513,VBFS INC.,10013,GROCERY SUPERMARKET,40.72388,-74.00423301
514,ELIM EATERY CORP.,10013,CONVENIENCE STORE,40.71595001,-74.00356598
515,THOMPSON FINEST DELI CORP,10013,DELICATESSEN,40.72255,-74.00446301
516,MULBERRY STREET CIGAR CORP,10013,GROCERY SUPERMARKET,40.71871,-73.99748197
517,SOSO DELIGHT FOOD & GROCERY CORP,10014,GROCERY SUPERMARKET,40.73113998,-74.00652999
518,GANSEVOORT MARKET COFFEE SHOP INC,10014,GROCERY SUPERMARKET,40.74026,-74.00826504
519,MR ALEX & SAM EXPRESS CORP,10014,CONVENIENCE STORE,40.73274212,-74.00027873
520,SHREEKRUSHNASHARAN CORP,10014,GROCERY SUPERMARKET,40.72872,-74.00508897
521,W & J GROCERY CORP,10014,GROCERY SUPERMARKET,40.73765,-74.00490801
522,"PRAMUKH 235, INC.",10014,CONVENIENCE STORE,40.73228998,-74.00152096
523,ONE ABINGDON SQ. ENTERPRICES INC,10014,GROCERY SUPERMARKET,40.73694001,-74.00528804
524,"RAO, PRAKASH",10014,STAND,40.73362002,-74.0027899
525,RAYAN CONVIENICE INC,10014,CONVENIENCE STORE,40.73991999,-74.00334201
526,"GC SHL, LLC",10014,CONVENIENCE STORE,40.74068945,-74.0077739
527,GNB DELI INC,10014,DELICATESSEN,40.73328998,-74.003195
528,GREENWICH VILLAGE FARM INC,10014,GROCERY SUPERMARKET,40.73504993,-74.00027515
529,SHANI VILLAGE POP INC.,10014,BAR/LOUNGE,40.73084598,-74.00161716
530,GLOBAL NEWS INC.,10014,GROCERY SUPERMARKET,40.73766999,-74.00446603
531,EXCLUSIVE NEWS LLC,10014,GROCERY SUPERMARKET,40.72767,-74.00708303
532,VARICK NEWSSTAND LLC,10014,GROCERY SUPERMARKET,40.728,-74.00521202
533,VILLAGE BAZAAR INC,10014,OTHER,40.73202375,-74.00079997
534,"CHOWDURY, SHAHANA P",10014,STAND,40.72942006,-74.00518989
535,SOOTTA SMOKE SHOP CORP,10014,GROCERY SUPERMARKET,40.73313999,-74.00657399
536,VAPE TOWN INC,10014,GROCERY SUPERMARKET,40.73246001,-74.00191902
537,TALUKDER N CORP,10014,GROCERY SUPERMARKET,40.72909983,-74.00518936
538,BARAA DELI AND GROCERY INC.,10014,GROCERY SUPERMARKET,40.86266001,-73.92231701
539,WEST MOBIL ON 8TH INC,10014,CONVENIENCE/GAS,40.73865,-74.00396596
540,BEIRUT VILLAGE INC.,10014,GROCERY SUPERMARKET,40.73228998,-74.00152096
541,NY STRAWBERRY DELI CORP,10014,GROCERY SUPERMARKET,40.74058002,-74.00489401
542,RAY'S SUPER DELI INC,10014,GROCERY SUPERMARKET,40.73134002,-74.00649001
543,WEST VILLAGE FINEST DELI CORP,10014,GROCERY SUPERMARKET,40.73262999,-74.003584
544,NUREN ENTERPRISE INC.,10014,TOBACCO RETAIL,40.73096161,-74.00154872
545,ERRAND GROCERY AND DELI INC,10014,GROCERY SUPERMARKET,40.73924,-74.003123
546,WEST VILLAGE DELI INC,10014,GROCERY SUPERMARKET,40.73432,-74.008618
547,"CHO, YOON HAE",10014,GROCERY SUPERMARKET,40.72994811,-74.00408185
548,B.B. SMOKE SHOP INC,10014,TOBACCO RETAIL,40.73347099,-74.00310296
549,"BLUE NILE, LTD.",10014,GROCERY SUPERMARKET,40.73318001,-74.00425003
550,GOURMET 157 CORP,10014,RESTAURANT/ATUPA,40.73285999,-74.00821198
551,PERRY & 11TH STREET CORP,10014,GROCERY SUPERMARKET,40.73582999,-74.00333497
552,"IMASTERFIX NYC, INC",10014,GROCERY SUPERMARKET,40.73239999,-74.00162004
553,GANSEVOORT MARKET COFFEE SHOP INC,10014,RESTAURANT/ATUPA,40.73747443,-74.00511493
554,"BARRESE, DOMINIC J",10014,GROCERY SUPERMARKET,40.73106002,-74.00141988
555,251 DELI CORP,10014,GROCERY SUPERMARKET,40.72875096,-74.00270776
556,ABG STANDARD OPERATION LLC,10014,CONVENIENCE STORE,40.74060998,-74.00790797
557,JOURNAL NEWS V INC,10014,STAND,40.70198295,-73.9811164
558,BLEECKER FARM CORP,10014,GROCERY SUPERMARKET,40.73154999,-74.00330203
559,"MEINTANA, TASSIA",10014,STAND,40.74109278,-74.00569797
560,"THE SMOKING STOP, LTD.",10014,TOBACCO RETAIL,40.73384001,-74.00181198
561,79 DELI NY CORP,10014,GROCERY SUPERMARKET,40.73686001,-74.00169497
562,RAJ NEWSSTAND,10015,STAND,40.70545667,-74.00791557
563,NUR MOHAMMAD ALI,10016,STAND,40.74745522,-73.98318547
564,A & H NEWSSTAND I CORP,10016,OTHER,40.74677001,-73.97713096
565,"ALBISHARI, KHALED H",10016,GROCERY SUPERMARKET,40.74099002,-73.978862
566,KIPS BAY DELI GROCERY CORP,10016,GROCERY SUPERMARKET,40.74247001,-73.97778903
567,PUJA CONVENIENCE INC,10016,GROCERY SUPERMARKET,40.74293001,-73.97991996
568,"PANDYA, DIPAKKISHOR",10016,GROCERY SUPERMARKET,40.74644006,-73.98188987
569,322 EAST 34 INC,10016,GROCERY SUPERMARKET,40.74416999,-73.97482804
570,FRESH NATURAL FOOD INC.,10016,CONVENIENCE STORE,40.74360999,-73.97387099
571,CKK4328 CORP,10016,DELICATESSEN,40.74362998,-73.98456102
572,"SMOKE CITY NYC, INC.",10016,CONVENIENCE STORE,40.74827,-73.97355499
573,"CHOWDHURY, FARHAN",10016,STAND,40.74334005,-73.98410991
574,MOHAMMED IDRIS,10016,STAND,40.74777006,-73.98295991
575,7 PARK AVENUE FOOD  INC,10016,GROCERY SUPERMARKET,40.74718999,-73.98095596
576,M&N SMOKE & CARD INC,10016,STATIONERY STORE,40.74285998,-73.98273502
577,ORGANIC 7 MARKET INC.,10016,CONVENIENCE STORE,40.74746999,-73.974132
578,"DHANSINGHANI, PRAKASH",10016,STAND,40.74664001,-73.98128797
579,FOOD & BEYOND LLC,10016,GROCERY SUPERMARKET,40.74372001,-73.98355896
580,"ABDULWAHAB, ALBSHARI",10016,GROCERY SUPERMARKET,40.74086999,-73.97894598
581,"RAHMAN, NASRIN",10016,GROCERY SUPERMARKET,40.74680999,-73.98305001
582,GLAMOUR ENTERPRISES INC,10016,GROCERY SUPERMARKET,40.74958,-73.97723004
583,EASTEND DELICATESSEN FOOD CORP,10016,DELICATESSEN,40.74539999,-73.98485397
584,LITTLE M CORP.,10016,GROCERY SUPERMARKET,40.74260999,-73.982674
585,BC WIRELESS INC,10016,CONVENIENCE STORE,40.74922,-73.982084
586,FM NEWSSTAND CORP,10016,CONVENIENCE STORE,40.75043001,-73.97859101
587,245 GOURMET FOOD INC.,10016,CONVENIENCE STORE,40.74443,-73.98725798
588,DANISH GOURMET INC,10016,GROCERY SUPERMARKET,40.74774998,-73.97393796
589,DIAMOND NEWS INC,10016,STAND,40.74518001,-73.97580696
590,171 MADISON AVENUE RETAIL INC,10016,GROCERY SUPERMARKET,40.74718999,-73.983192
591,515 DELI CORP,10016,GROCERY SUPERMARKET,40.74149,-73.97850501
592,MAHANT 342 INC,10016,GROCERY SUPERMARKET,40.74470999,-73.98705103
593,401 KCBS CORP,10016,GROCERY SUPERMARKET,40.74364,-73.972708
594,1ST AVE FRUIT & VEGETABLE INC,10016,GROCERY SUPERMARKET,40.74045002,-73.97616696
595,MD KAMAL UDDIN,10016,STAND,40.74334005,-73.98410991
596,LEX34 FRUIT & VEGETABLE CORP.,10016,GROCERY SUPERMARKET,40.74616999,-73.979597
597,"PATEL, JAYESH R.",10016,STAND,40.74334005,-73.98410991
598,M & R NEWS INC,10016,CONVENIENCE STORE,40.74616999,-73.98230696
599,SAMSUL SHIMMO RETAIL MANAGEMENT LLC,10016,OTHER,40.74206001,-73.980546
600,BCKS LTD,10016,GROCERY SUPERMARKET,40.74659001,-73.98568201
601,"MONGA, VINOD",10016,GROCERY SUPERMARKET,40.74777006,-73.98295991
602,"VADHAN, ARUN",10016,GROCERY SUPERMARKET,40.74948005,-73.97536993
603,NAMDOR INC.,10016,CONVENIENCE STORE,40.73720999,-73.97409596
604,KYJW CORPORATION,10016,CONVENIENCE/GAS,40.74485001,-73.97898596
605,AK GOURMET MARKET CORP,10016,GROCERY SUPERMARKET,40.71277,-73.98983801
606,710 QUICK STOP INC,10016,CONVENIENCE STORE,40.74735,-73.97378198
607,C & P FOOD CORPORATION,10016,GROCERY SUPERMARKET,40.74464,-73.98121002
608,MIDTOWN SMOKE INC.,10016,TOBACCO RETAIL,40.74554999,-73.97851398
609,CHARLIE'S NEWSSTAND II INC,10016,GROCERY SUPERMARKET,40.74879001,-73.982386
610,561 DELI GROCERY CORP,10016,DELICATESSEN,40.74283002,-73.97753003
611,MURRAY HILL DELI CORP,10016,GROCERY SUPERMARKET,40.74500001,-73.97888002
612,K & J GROCERY INC.,10016,GROCERY SUPERMARKET,40.74372998,-73.98479202
613,OM SAI NEWS INC,10016,CONVENIENCE STORE,40.74628998,-73.97794996
